group	tag	miniapp_used	method	path	path_html	app	controller	action	auth	auth_required	contract	desc	file	line
B1-miniapp	BUSINESS	yes	UNKNOWN	/api/ticket/getTicketPirce	/api/ticket/getTicketPirce.html	api	Ticket	getTicketPirce	api-token(Userid)	no	docs/rewrite/contracts/p0/api/ticket/getticketpirce.md		app/api/controller/Ticket.php	1153
B1-miniapp	BUSINESS	yes	UNKNOWN	/api/ticket/orderpay	/api/ticket/orderpay.html	api	Ticket	orderpay	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/ticket/orderpay.md		app/api/controller/Ticket.php	266
B1-miniapp	BUSINESS	yes	POST	/api/ticket/pay	/api/ticket/pay.html	api	Ticket	pay	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/ticket/pay.md	提交订单	app/api/controller/Ticket.php	63
B1-miniapp	BUSINESS	yes	UNKNOWN	/api/ticket/writeComment	/api/ticket/writeComment.html	api	Ticket	writeComment	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/ticket/writecomment.md		app/api/controller/Ticket.php	1255
B1-miniapp	BUSINESS	yes	UNKNOWN	/api/ticket/writeOff	/api/ticket/writeOff.html	api	Ticket	writeOff	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/ticket/writeoff.md		app/api/controller/Ticket.php	1427
B1-miniapp	BUSINESS	yes	POST	/api/user/clock	/api/user/clock.html	api	User	clock	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/clock.md	游客打卡	app/api/controller/User.php	758
B1-miniapp	BUSINESS	yes	POST	/api/user/clock_list	/api/user/clock_list.html	api	User	clock_list	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/clock_list.md	获取用户核销记录 = 打卡记录	app/api/controller/User.php	665
B1-miniapp	BUSINESS	yes	POST	/api/user/collection	/api/user/collection.html	api	User	collection	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/collection.md	用户收藏商家列表	app/api/controller/User.php	228
B1-miniapp	BUSINESS	yes	POST	/api/user/collection_action	/api/user/collection_action.html	api	User	collection_action	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/collection_action.md	取消&收藏	app/api/controller/User.php	294
B1-miniapp	BUSINESS	yes	POST	/api/user/coupon_issue_user	/api/user/coupon_issue_user.html	api	User	coupon_issue_user	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/coupon_issue_user.md	消费券--我的领取记录	app/api/controller/User.php	194
B1-miniapp	BUSINESS	yes	POST	/api/user/coupon_order	/api/user/coupon_order.html	api	User	coupon_order	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/coupon_order.md	用户订单	app/api/controller/User.php	1060
B1-miniapp	BUSINESS	yes	POST	/api/user/coupon_order_detail	/api/user/coupon_order_detail.html	api	User	coupon_order_detail	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/coupon_order_detail.md	用户订单详情	app/api/controller/User.php	1100
B1-miniapp	BUSINESS	yes	UNKNOWN	/api/user/delTourist	/api/user/delTourist.html	api	User	delTourist	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/deltourist.md		app/api/controller/User.php	1614
B1-miniapp	BUSINESS	yes	POST	/api/user/edit	/api/user/edit.html	api	User	edit	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/edit.md	用户修改资料	app/api/controller/User.php	104
B1-miniapp	BUSINESS	yes	POST	/api/user/feed_back	/api/user/feed_back.html	api	User	feed_back	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/feed_back.md	返回是否成功	app/api/controller/User.php	960
B1-miniapp	BUSINESS	yes	UNKNOWN	/api/user/getCertTypeList	/api/user/getCertTypeList.html	api	User	getCertTypeList	api-token(Userid)	no	docs/rewrite/contracts/p0/api/user/getcerttypelist.md		app/api/controller/User.php	1503
B1-miniapp	BUSINESS	yes	UNKNOWN	/api/user/getTouristList	/api/user/getTouristList.html	api	User	getTouristList	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/gettouristlist.md		app/api/controller/User.php	1510
B1-miniapp	BUSINESS	yes	POST	/api/user/get_user_coupon_id	/api/user/get_user_coupon_id.html	api	User	get_user_coupon_id	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/get_user_coupon_id.md	获取用户所领取的消费券ID集	app/api/controller/User.php	1139
B1-miniapp	BUSINESS	yes	POST	/api/user/hotel_clock	/api/user/hotel_clock.html	api	User	hotel_clock	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/hotel_clock.md	游客酒店打卡	app/api/controller/User.php	894
B1-miniapp	BUSINESS	yes	POST	/api/user/index	/api/user/index.html	api	User	index	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/index.md	个人中心	app/api/controller/User.php	34
B1-miniapp	BUSINESS	yes	UNKNOWN	/api/user/postTourist	/api/user/postTourist.html	api	User	postTourist	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/posttourist.md		app/api/controller/User.php	1524
B1-miniapp	BUSINESS	yes	POST	/api/user/tour_coupon_group	/api/user/tour_coupon_group.html	api	User	tour_coupon_group	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/tour_coupon_group.md	导游-我的团-团体券-详情	app/api/controller/User.php	394
B1-miniapp	BUSINESS	yes	UNKNOWN	/api/user/userClock	/api/user/userClock.html	api	User	userClock	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/userclock.md		app/api/controller/User.php	1726
B1-miniapp	BUSINESS	yes	UNKNOWN	/api/user/writeoff_tour	/api/user/writeoff_tour.html	api	User	writeoff_tour	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/writeoff_tour.md		app/api/controller/User.php	471
B2-jobs	SYSTEM_TASK	no	POST	/api/system/XdataSummary	/api/system/XdataSummary.html	api	System	XdataSummary	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/xdatasummary.md		app/api/controller/System.php	997
B2-jobs	SYSTEM_TASK	no	UNKNOWN	/api/system/alert_push	/api/system/alert_push.html	api	System	alert_push	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/alert_push.md		app/api/controller/System.php	1147
B2-jobs	SYSTEM_TASK	no	UNKNOWN	/api/system/cleanDb	/api/system/cleanDb.html	api	System	cleanDb	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/cleandb.md		app/api/controller/System.php	175
B2-jobs	SYSTEM_TASK	no	UNKNOWN	/api/system/invalid_tour	/api/system/invalid_tour.html	api	System	invalid_tour	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/invalid_tour.md		app/api/controller/System.php	1313
B2-jobs	SYSTEM_TASK	no	UNKNOWN	/api/system/notification	/api/system/notification.html	api	System	notification	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/notification.md		app/api/controller/System.php	1233
B2-jobs	SYSTEM_TASK	no	UNKNOWN	/api/system/queryArea	/api/system/queryArea.html	api	System	queryArea	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/queryarea.md		app/api/controller/System.php	493
B2-jobs	SYSTEM_TASK	no	UNKNOWN	/api/system/remake	/api/system/remake.html	api	System	remake	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/remake.md		app/api/controller/System.php	541
B2-jobs	SYSTEM_TASK	no	UNKNOWN	/api/system/remake_lxs	/api/system/remake_lxs.html	api	System	remake_lxs	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/remake_lxs.md		app/api/controller/System.php	823
B2-jobs	SYSTEM_TASK	no	UNKNOWN	/api/system/remake_ticket	/api/system/remake_ticket.html	api	System	remake_ticket	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/remake_ticket.md		app/api/controller/System.php	1319
B2-jobs	SYSTEM_TASK	no	POST	/api/system/rollback_remain_count	/api/system/rollback_remain_count.html	api	System	rollback_remain_count	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/rollback_remain_count.md	回滚消费券剩余数量	app/api/controller/System.php	31
B2-jobs	SYSTEM_TASK	no	UNKNOWN	/api/system/rollback_remain_count_extend	/api/system/rollback_remain_count_extend.html	api	System	rollback_remain_count_extend	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/rollback_remain_count_extend.md		app/api/controller/System.php	94
B2-jobs	SYSTEM_TASK	no	UNKNOWN	/api/system/rollback_set_data	/api/system/rollback_set_data.html	api	System	rollback_set_data	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/rollback_set_data.md		app/api/controller/System.php	62
B2-jobs	SYSTEM_TASK	no	POST	/api/system/set_tour_invalid	/api/system/set_tour_invalid.html	api	System	set_tour_invalid	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/set_tour_invalid.md	团状态等于确认团且不能是无效团的，团期超过当前时间 没有游客  没有导游 没有领券的 将团设置无效	app/api/controller/System.php	124
B2-jobs	SYSTEM_TASK	no	UNKNOWN	/api/system/tableTohtml	/api/system/tableTohtml.html	api	System	tableTohtml	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/tabletohtml.md		app/api/controller/System.php	229
B2-jobs	SYSTEM_TASK	no	UNKNOWN	/api/system/tableTohtml1	/api/system/tableTohtml1.html	api	System	tableTohtml1	api-token(Userid)	no	docs/rewrite/contracts/p0/api/system/tabletohtml1.md		app/api/controller/System.php	373
C-remaining	BUSINESS	no	UNKNOWN	/api/coupon/couponissueuser	/api/coupon/couponissueuser.html	api	Coupon	couponissueuser	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/coupon/couponissueuser.md		app/api/controller/Coupon.php	1300
C-remaining	BUSINESS	no	UNKNOWN	/api/coupon/getIssueCouponList	/api/coupon/getIssueCouponList.html	api	Coupon	getIssueCouponList	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/coupon/getissuecouponlist.md		app/api/controller/Coupon.php	141
C-remaining	BUSINESS	no	UNKNOWN	/api/coupon/line_detail	/api/coupon/line_detail.html	api	Coupon	line_detail	api-token(Userid)	no	docs/rewrite/contracts/p0/api/coupon/line_detail.md		app/api/controller/Coupon.php	694
C-remaining	BUSINESS	no	UNKNOWN	/api/coupon/line_list	/api/coupon/line_list.html	api	Coupon	line_list	api-token(Userid)	no	docs/rewrite/contracts/p0/api/coupon/line_list.md		app/api/controller/Coupon.php	641
C-remaining	BUSINESS	no	UNKNOWN	/api/coupon/list	/api/coupon/list.html	api	Coupon	list	api-token(Userid)	no	docs/rewrite/contracts/p0/api/coupon/list.md		app/api/controller/Coupon.php	843
C-remaining	BUSINESS	no	POST	/api/coupon/tourwriteofflog	/api/coupon/tourwriteofflog.html	api	Coupon	tourwriteofflog	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/coupon/tourwriteofflog.md	旅行团--核销记录列表	app/api/controller/Coupon.php	1447
C-remaining	BUSINESS	no	UNKNOWN	/api/index/get_area_info	/api/index/get_area_info.html	api	Index	get_area_info	api-token(Userid)	no	docs/rewrite/contracts/p0/api/index/get_area_info.md		app/api/controller/Index.php	354
C-remaining	BUSINESS	no	POST	/api/index/jia	/api/index/jia.html	api	Index	jia	api-token(Userid)	no	docs/rewrite/contracts/p0/api/index/jia.md	返回系统信息	app/api/controller/Index.php	66
C-remaining	BUSINESS	no	POST	/api/index/jie	/api/index/jie.html	api	Index	jie	api-token(Userid)	no	docs/rewrite/contracts/p0/api/index/jie.md	返回系统信息	app/api/controller/Index.php	78
C-remaining	BUSINESS	no	UNKNOWN	/api/index/login	/api/index/login.html	api	Index	login	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/index/login.md		app/api/controller/Index.php	41
C-remaining	BUSINESS	no	POST	/api/index/note_index	/api/index/note_index.html	api	Index	note_index	api-token(Userid)	no	docs/rewrite/contracts/p0/api/index/note_index.md	公告列表	app/api/controller/Index.php	320
C-remaining	BUSINESS	no	UNKNOWN	/api/index/regeo	/api/index/regeo.html	api	Index	regeo	api-token(Userid)	no	docs/rewrite/contracts/p0/api/index/regeo.md		app/api/controller/Index.php	451
C-remaining	BUSINESS	no	UNKNOWN	/api/index/set_user_info	/api/index/set_user_info.html	api	Index	set_user_info	api-token(Userid)	no	docs/rewrite/contracts/p0/api/index/set_user_info.md		app/api/controller/Index.php	363
C-remaining	BUSINESS	no	POST	/api/screen/index	/api/screen/index.html	api	Screen	index	api-token(Userid)	no	docs/rewrite/contracts/p0/api/screen/index.md	图形数据	app/api/controller/Screen.php	62
C-remaining	BUSINESS	no	POST	/api/screen/list	/api/screen/list.html	api	Screen	list	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/screen/list.md	列表数据	app/api/controller/Screen.php	384
C-remaining	BUSINESS	no	POST	/api/screen/login	/api/screen/login.html	api	Screen	login	api-token(Userid)	no	docs/rewrite/contracts/p0/api/screen/login.md	大屏登录接口，返回 token	app/api/controller/Screen.php	38
C-remaining	BUSINESS	no	POST	/api/seller/bindCheckOpenid	/api/seller/bindCheckOpenid.html	api	Seller	bindCheckOpenid	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/seller/bindcheckopenid.md	返回商家信息	app/api/controller/Seller.php	208
C-remaining	BUSINESS	no	UNKNOWN	/api/test/clb	/api/test/clb.html	api	Test	clb	api-token(Userid)	unknown	docs/rewrite/contracts/p0/api/test/clb.md		app/api/controller/Test.php	69
C-remaining	BUSINESS	no	UNKNOWN	/api/test/getUserTaohua	/api/test/getUserTaohua.html	api	Test	getUserTaohua	api-token(Userid)	unknown	docs/rewrite/contracts/p0/api/test/getusertaohua.md		app/api/controller/Test.php	344
C-remaining	BUSINESS	no	UNKNOWN	/api/test/index	/api/test/index.html	api	Test	index	api-token(Userid)	unknown	docs/rewrite/contracts/p0/api/test/index.md		app/api/controller/Test.php	16
C-remaining	BUSINESS	no	UNKNOWN	/api/test/rsyncTaohua	/api/test/rsyncTaohua.html	api	Test	rsyncTaohua	api-token(Userid)	unknown	docs/rewrite/contracts/p0/api/test/rsynctaohua.md		app/api/controller/Test.php	105
C-remaining	BUSINESS	no	UNKNOWN	/api/test/rsyncTaohuaSign	/api/test/rsyncTaohuaSign.html	api	Test	rsyncTaohuaSign	api-token(Userid)	unknown	docs/rewrite/contracts/p0/api/test/rsynctaohuasign.md		app/api/controller/Test.php	215
C-remaining	BUSINESS	no	UNKNOWN	/api/test/syncdb2	/api/test/syncdb2.html	api	Test	syncdb2	api-token(Userid)	unknown	docs/rewrite/contracts/p0/api/test/syncdb2.md		app/api/controller/Test.php	55
C-remaining	BUSINESS	no	UNKNOWN	/api/test/tokenTaohua	/api/test/tokenTaohua.html	api	Test	tokenTaohua	api-token(Userid)	unknown	docs/rewrite/contracts/p0/api/test/tokentaohua.md		app/api/controller/Test.php	74
C-remaining	BUSINESS	no	UNKNOWN	/api/ticket/create_file	/api/ticket/create_file.html	api	Ticket	create_file	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/ticket/create_file.md		app/api/controller/Ticket.php	1110
C-remaining	BUSINESS	no	UNKNOWN	/api/ticket/getTravelOrderDetail	/api/ticket/getTravelOrderDetail.html	api	Ticket	getTravelOrderDetail	api-token(Userid)	no	docs/rewrite/contracts/p0/api/ticket/gettravelorderdetail.md		app/api/controller/Ticket.php	2037
C-remaining	BUSINESS	no	UNKNOWN	/api/ticket/notify_pay	/api/ticket/notify_pay.html	api	Ticket	notify_pay	api-token(Userid)	no	docs/rewrite/contracts/p0/api/ticket/notify_pay.md		app/api/controller/Ticket.php	944
C-remaining	BUSINESS	no	UNKNOWN	/api/ticket/travelOrderPay	/api/ticket/travelOrderPay.html	api	Ticket	travelOrderPay	api-token(Userid)	no	docs/rewrite/contracts/p0/api/ticket/travelorderpay.md		app/api/controller/Ticket.php	2075
C-remaining	BUSINESS	no	UNKNOWN	/api/user/add_sign_record	/api/user/add_sign_record.html	api	User	add_sign_record	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/add_sign_record.md		app/api/controller/User.php	822
C-remaining	BUSINESS	no	POST	/api/user/addguest	/api/user/addguest.html	api	User	addguest	api-token(Userid)	no	docs/rewrite/contracts/p0/api/user/addguest.md	返回是否成功	app/api/controller/User.php	1004
C-remaining	BUSINESS	no	UNKNOWN	/api/user/encryptAES	/api/user/encryptAES.html	api	User	encryptAES	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/encryptaes.md		app/api/controller/User.php	425
C-remaining	BUSINESS	no	UNKNOWN	/api/user/getLogisticsInformation	/api/user/getLogisticsInformation.html	api	User	getLogisticsInformation	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/getlogisticsinformation.md		app/api/controller/User.php	1927
C-remaining	BUSINESS	no	POST	/api/user/guide_tour	/api/user/guide_tour.html	api	User	guide_tour	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/guide_tour.md	导游-我的团	app/api/controller/User.php	324
C-remaining	BUSINESS	no	POST	/api/user/hotel_tour	/api/user/hotel_tour.html	api	User	hotel_tour	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/hotel_tour.md	导游-我的团-酒店打卡记录	app/api/controller/User.php	351
C-remaining	BUSINESS	no	UNKNOWN	/api/user/saveDelivery	/api/user/saveDelivery.html	api	User	saveDelivery	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/savedelivery.md		app/api/controller/User.php	1842
C-remaining	BUSINESS	no	POST	/api/user/tour_coupon	/api/user/tour_coupon.html	api	User	tour_coupon	api-token(Userid)	yes	docs/rewrite/contracts/p0/api/user/tour_coupon.md	导游-我的团-团体券	app/api/controller/User.php	373
C-remaining	BUSINESS	no	UNKNOWN	/selfservice/index/captcha	/selfservice/index/captcha.html	selfservice	Index	captcha	selfservice-token(No)	no	docs/rewrite/contracts/p0/selfservice/index/captcha.md		app/selfservice/controller/Index.php	54
C-remaining	BUSINESS	no	POST	/selfservice/index/selflogin	/selfservice/index/selflogin.html	selfservice	Index	selflogin	selfservice-token(No)	no	docs/rewrite/contracts/p0/selfservice/index/selflogin.md	系统登录接口，返回 token 用于操作需验证身份的接口	app/selfservice/controller/Index.php	64
C-remaining	BUSINESS	no	UNKNOWN	/selfservice/ticket/getTicketPirce	/selfservice/ticket/getTicketPirce.html	selfservice	Ticket	getTicketPirce	selfservice-token(No)	yes	docs/rewrite/contracts/p0/selfservice/ticket/getticketpirce.md		app/selfservice/controller/Ticket.php	389
C-remaining	BUSINESS	no	UNKNOWN	/selfservice/ticket/getTradeNo	/selfservice/ticket/getTradeNo.html	selfservice	Ticket	getTradeNo	selfservice-token(No)	yes	docs/rewrite/contracts/p0/selfservice/ticket/gettradeno.md		app/selfservice/controller/Ticket.php	432
C-remaining	BUSINESS	no	UNKNOWN	/selfservice/ticket/getTravelWxappQrcode	/selfservice/ticket/getTravelWxappQrcode.html	selfservice	Ticket	getTravelWxappQrcode	selfservice-token(No)	yes	docs/rewrite/contracts/p0/selfservice/ticket/gettravelwxappqrcode.md		app/selfservice/controller/Ticket.php	285
C-remaining	BUSINESS	no	UNKNOWN	/selfservice/ticket/queryOrder	/selfservice/ticket/queryOrder.html	selfservice	Ticket	queryOrder	selfservice-token(No)	no	docs/rewrite/contracts/p0/selfservice/ticket/queryorder.md		app/selfservice/controller/Ticket.php	480
C-remaining	BUSINESS	no	UNKNOWN	/selfservice/ticket/queryTourist	/selfservice/ticket/queryTourist.html	selfservice	Ticket	queryTourist	selfservice-token(No)	yes	docs/rewrite/contracts/p0/selfservice/ticket/querytourist.md		app/selfservice/controller/Ticket.php	448
C-remaining	BUSINESS	no	POST	/selfservice/ticket/submit	/selfservice/ticket/submit.html	selfservice	Ticket	submit	selfservice-token(No)	no	docs/rewrite/contracts/p0/selfservice/ticket/submit.md	提交订单	app/selfservice/controller/Ticket.php	55
C-remaining	BUSINESS	no	UNKNOWN	/selfservice/ticket/takeTicket	/selfservice/ticket/takeTicket.html	selfservice	Ticket	takeTicket	selfservice-token(No)	yes	docs/rewrite/contracts/p0/selfservice/ticket/taketicket.md		app/selfservice/controller/Ticket.php	504
C-remaining	BUSINESS	no	UNKNOWN	/selfservice/ticket/travelOrderPay	/selfservice/ticket/travelOrderPay.html	selfservice	Ticket	travelOrderPay	selfservice-token(No)	no	docs/rewrite/contracts/p0/selfservice/ticket/travelorderpay.md		app/selfservice/controller/Ticket.php	334
C-remaining	BUSINESS	no	UNKNOWN	/window/index/captcha	/window/index/captcha.html	window	Index	captcha	window-token(Uuid)	no	docs/rewrite/contracts/p0/window/index/captcha.md		app/window/controller/Index.php	86
C-remaining	BUSINESS	no	POST	/window/index/system	/window/index/system.html	window	Index	system	window-token(Uuid)	no	docs/rewrite/contracts/p0/window/index/system.md	返回系统信息	app/window/controller/Index.php	58
C-remaining	BUSINESS	no	POST	/window/index/winlogin	/window/index/winlogin.html	window	Index	winlogin	window-token(Uuid)	no	docs/rewrite/contracts/p0/window/index/winlogin.md	系统登录接口，返回 token 用于操作需验证身份的接口	app/window/controller/Index.php	96
C-remaining	BUSINESS	no	POST	/window/ticket/detail	/window/ticket/detail.html	window	Ticket	detail	window-token(Uuid)	yes	docs/rewrite/contracts/p0/window/ticket/detail.md	订单详情	app/window/controller/Ticket.php	421
C-remaining	BUSINESS	no	UNKNOWN	/window/ticket/getTicketPirce	/window/ticket/getTicketPirce.html	window	Ticket	getTicketPirce	window-token(Uuid)	yes	docs/rewrite/contracts/p0/window/ticket/getticketpirce.md		app/window/controller/Ticket.php	312
C-remaining	BUSINESS	no	POST	/window/ticket/list	/window/ticket/list.html	window	Ticket	list	window-token(Uuid)	yes	docs/rewrite/contracts/p0/window/ticket/list.md	获取订单列表	app/window/controller/Ticket.php	353
C-remaining	BUSINESS	no	POST	/window/ticket/pay	/window/ticket/pay.html	window	Ticket	pay	window-token(Uuid)	yes	docs/rewrite/contracts/p0/window/ticket/pay.md	提交订单	app/window/controller/Ticket.php	55
C-remaining	BUSINESS	no	UNKNOWN	/window/ticket/queryOrder	/window/ticket/queryOrder.html	window	Ticket	queryOrder	window-token(Uuid)	yes	docs/rewrite/contracts/p0/window/ticket/queryorder.md		app/window/controller/Ticket.php	565
C-remaining	BUSINESS	no	UNKNOWN	/window/ticket/queryTourist	/window/ticket/queryTourist.html	window	Ticket	queryTourist	window-token(Uuid)	yes	docs/rewrite/contracts/p0/window/ticket/querytourist.md		app/window/controller/Ticket.php	533
C-remaining	BUSINESS	no	POST	/window/ticket/stats	/window/ticket/stats.html	window	Ticket	stats	window-token(Uuid)	no	docs/rewrite/contracts/p0/window/ticket/stats.md	报表统计	app/window/controller/Ticket.php	451
C-remaining	BUSINESS	no	UNKNOWN	/window/ticket/takeTicket	/window/ticket/takeTicket.html	window	Ticket	takeTicket	window-token(Uuid)	yes	docs/rewrite/contracts/p0/window/ticket/taketicket.md		app/window/controller/Ticket.php	589
